amount,log_amount,hour_of_day,day_of_week,is_fraud
3857.23,8.257964,0,3,0
1013.2,6.921855,18,3,0
1334.25,7.196874,1,4,0
2483.98,7.81802,9,5,0
804.47,6.691426,21,4,0
2249.95,7.719108,23,0,0
3272.47,8.093606,6,3,0
3028.24,8.016067,13,3,0
866.46,6.765569,20,6,0
1797.79,7.494869,17,4,0
4164.06,8.334486,3,3,0
293.38,5.684871,1,4,0
174.1,5.165357,10,1,0
731.92,6.597037,19,2,0
2087.92,7.644402,15,2,0
2739.12,7.915757,16,2,0
2695.09,7.899558,8,1,0
4742.61,8.464554,21,0,0
4091.58,8.316931,7,1,0
3117.35,8.045059,1,2,0
4560.3,8.425363,10,0,0
2259.6,7.723386,0,4,0
3182.14,8.065623,4,5,0
1296.53,7.168218,16,4,0
2220.59,7.705978,21,3,0
3104.31,8.040869,16,4,0
2081.41,7.641281,11,1,0
2793.96,7.935573,8,5,0
4484.57,8.408621,20,2,0
1547.51,7.345048,8,0,0
3636.93,8.19917,11,3,0
1150.57,7.048882,4,3,0
1566.26,7.357084,18,3,0
2262.76,7.724782,10,1,0
3860.9,8.258915,8,0,0
1929.63,7.565602,19,2,0
2702.64,7.902354,17,1,0
124.15,4.829513,20,2,0
2976.98,7.999,12,0,0
125.75,4.842217,9,2,0
2724.14,7.910275,21,3,0
2043.62,7.622967,6,6,0
1847.73,7.522254,5,6,0
228.68,5.436687,5,0,0
4087.67,8.315975,11,6,0
626.52,6.441776,19,5,0
1151.47,7.049663,8,6,0
4679.77,8.451218,3,4,0
1936.86,7.56934,17,4,0
2480.71,7.816703,23,1,0
3144.13,8.053611,11,4,0
2088.35,7.644608,20,6,0
2519.78,7.832324,7,5,0
915.15,6.82018,20,5,0
3469.82,8.152146,16,6,0
4389.83,8.387274,8,0,0
2207.55,7.700091,9,4,0
4749.28,8.465959,5,5,0
1711.8,7.445885,23,6,0
4705.79,8.456761,9,4,0
2330.95,7.75446,14,2,0
4023.27,8.300099,5,5,0
2926.27,7.981826,18,2,0
3497.5,8.16009,5,2,0
4529.35,8.418554,6,2,0
1230.21,7.115753,1,1,0
2409.99,7.787793,0,2,0
767.84,6.644883,12,3,0
1578.41,7.364807,22,5,0
3221.45,8.077897,2,6,0
1297.53,7.168988,5,5,0
4026.43,8.300884,3,0,0
1975.02,7.58884,18,6,0
1508.98,7.319852,19,1,0
4670.84,8.449308,4,1,0
54.96,4.024637,19,6,0
1333.42,7.196252,4,4,0
4691.37,8.453693,4,5,0
3517.11,8.165679,4,3,0
4500.68,8.412206,10,1,0
2468.99,7.811969,1,1,0
4388.05,8.386868,2,5,0
3145.52,8.054052,10,4,0
2238.64,7.71407,21,5,0
1735.38,7.459558,0,0,0
1809.21,7.501198,7,0,0
2987.99,8.002691,3,6,0
3120.3,8.046005,19,0,0
1376.19,7.2278,13,1,0
4013.87,8.29776,17,0,0
1612.42,7.386111,7,5,0
4012.14,8.297329,10,4,0
2205.73,7.699267,18,5,0
2269.14,7.727597,11,5,0
1612.99,7.386465,12,5,0
2719.12,7.908431,14,2,0
2859.26,7.958668,3,3,0
2590.59,7.860027,5,4,0
1771.5,7.480146,9,5,0
390.07,5.968887,4,4,0
2883.97,7.96727,20,0,0
3910.88,8.271773,6,1,0
1386.34,7.235144,8,0,0
4301.44,8.366938,19,6,0
649.05,6.477049,2,6,0
767.79,6.644818,7,0,0
2258.93,7.723089,4,4,0
810.69,6.699118,13,0,0
2183.52,7.689151,10,3,0
760.93,6.635855,3,3,0
1547.38,7.344965,14,1,0
4729.94,8.461879,7,0,0
1480.45,7.300777,13,6,0
2866.66,7.961252,15,5,0
3493.47,8.158937,0,2,0
3003.9,8.008,20,5,0
3573.52,8.181586,1,2,0
3427.8,8.139966,10,6,0
4041.21,8.304547,14,1,0
3925.2,8.275427,2,2,0
3923.07,8.274885,17,1,0
3130.66,8.049318,8,1,0
2314.69,7.747463,3,5,0
1271.88,7.149037,0,1,0
4542.09,8.421363,12,0,0
4746.68,8.465411,3,4,0
3878.39,8.263433,17,4,0
3434.42,8.141894,13,0,0
229.45,5.440034,23,0,0
2379.25,7.774961,15,1,0
4052.01,8.307215,18,3,0
1429.24,7.265598,2,1,0
3284.99,8.097423,10,5,0
2787.26,7.933173,4,1,0
1843.12,7.519757,15,3,0
4530.33,8.418771,7,0,0
738.63,6.60615,20,0,0
2197.19,7.69539,0,4,0
646.26,6.472748,1,6,0
4480.3,8.407668,18,3,0
2657.57,7.885544,20,4,0
877.2,6.777874,5,2,0
2305.72,7.743582,10,2,0
4113.48,8.322268,13,0,0
3435.75,8.142282,20,2,0
3893.49,8.267318,14,5,0
954.45,6.862182,19,2,0
1402.08,7.246425,5,5,0
70.78,4.273606,9,3,0
2979.31,7.999783,18,6,0
342.42,5.838954,19,2,0
3478.74,8.154713,20,4,0
3325.22,8.109592,23,6,0
1378.37,7.229382,18,2,0
3085.83,8.0349,20,3,0
3403.21,8.132768,18,2,0
4425.56,8.395378,5,3,0
1697.82,7.437689,17,2,0
1854.82,7.526082,10,6,0
3157.53,8.057862,3,4,0
508.75,6.23392,23,4,0
1783.64,7.486972,21,0,0
2953.07,7.990939,19,6,0
38.87,3.685624,18,0,0
1795.57,7.493635,5,3,0
1169.66,7.065323,15,2,0
1655.77,7.412625,10,4,0
629.26,6.446132,13,1,0
2608.92,7.867075,4,1,0
1708.07,7.443705,10,5,0
2734.01,7.91389,17,0,0
374.27,5.927646,11,6,0
119.87,4.794716,3,1,0
4909.8,8.499192,8,2,0
2550.45,7.844417,6,5,1
2756.6,7.922116,5,3,0
4776.12,8.471593,1,3,0
4821.59,8.481066,13,6,0
2243.48,7.716229,23,4,0
3878.68,8.263508,11,3,0
3333.93,8.112207,3,5,0
3274.87,8.094339,15,3,0
2544.58,7.842114,5,3,0
4371.12,8.383003,10,1,0
1678.22,7.426085,22,4,0
1699.31,7.438566,11,1,0
3320.8,8.108262,3,3,0
2154.12,7.675602,23,5,0
3276.27,8.094766,23,0,0
1441.64,7.27423,14,6,0
745.02,6.614752,3,1,0
2431.24,7.796568,12,5,0
3849.49,8.255956,2,3,0
1090.71,6.995501,12,3,0
419.17,6.040659,17,5,0
1799.54,7.495842,5,2,0
3219.34,8.077242,9,5,0
3428.64,8.140211,7,5,0
647.88,6.475248,15,2,0
820.02,6.710547,8,2,0
4137.02,8.327973,10,0,0
2760.29,7.923453,1,4,0
1906.85,7.553732,23,3,0
4504.81,8.413123,18,4,0
4641.13,8.442929,4,6,0
2806.28,7.939971,11,4,0
1251.31,7.132745,9,1,0
3623.11,8.195364,7,1,0
3735.58,8.225926,4,5,0
141.56,4.959763,9,3,0
3598.38,8.188517,4,3,0
4168.2,8.335479,11,2,0
2690.03,7.897679,18,5,0
1914.98,7.557985,3,5,0
3176.29,8.063784,8,6,0
3709.23,8.218849,19,3,0
4014.91,8.298019,20,4,0
1786.73,7.488702,1,4,0
1053.8,6.961106,9,1,0
3070.63,8.029964,7,4,0
2996.21,8.005437,7,2,0
3237.15,8.082757,16,2,0
4300.2,8.366649,5,4,0
1550.1,7.34672,3,6,0
3414.54,8.136091,17,3,0
4871.28,8.491317,21,0,0
3131.62,8.049625,2,3,0
138.46,4.937778,14,3,0
2512.2,7.829312,16,5,0
3310.99,8.105304,3,0,0
1603.42,7.380518,13,2,0
1603.74,7.380717,21,3,0
2302.93,7.742372,10,6,0
2809.46,7.941103,19,0,0
1097.83,7.002001,17,6,0
3646.22,8.201721,10,1,0
125.97,4.843951,17,0,0
3276.64,8.094879,6,0,0
883.08,6.784548,19,3,0
4687.11,8.452785,4,5,0
1620.36,7.391021,2,3,0
2765.98,7.925512,18,1,0
1295.53,7.167447,6,0,1
4209.4,8.345313,5,0,0
4115.95,8.322868,14,3,0
2725.59,7.910807,7,1,0
2998.41,8.006171,12,5,0
3355.14,8.118547,17,5,0
2330.66,7.754336,18,2,0
1840.31,7.518233,9,3,0
4914.16,8.50008,15,6,0
3764.27,8.233575,20,6,0
3382.04,8.12653,21,1,0
283.58,5.651014,11,4,0
857.2,6.754837,7,2,0
1406.73,7.249734,10,1,0
3104.74,8.041007,6,5,0
4573.7,8.428296,0,4,0
2128.6,7.663689,16,5,0
1874.57,7.536668,1,4,0
3576.09,8.182305,21,4,0
3809.17,8.245429,17,1,0
161.24,5.089077,22,5,0
1886.0,7.542744,23,0,0
1670.19,7.421291,3,4,0
3818.11,8.247773,13,3,0
1526.61,7.33146,16,5,0
643.69,6.46877,15,0,0
2274.13,7.729792,23,3,0
306.71,5.729158,18,4,0
3945.23,8.280516,0,1,0
1744.59,7.464848,15,6,0
4001.31,8.294627,2,3,0
4825.38,8.481852,15,5,0
629.68,6.446799,23,3,0
2211.02,7.701661,2,6,0
887.34,6.789355,23,1,0
356.2,5.878296,12,1,0
4693.27,8.454098,7,2,0
4359.88,8.380429,21,2,0
3319.46,8.107859,15,6,0
2882.3,7.966691,19,4,0
4471.61,8.405727,19,2,0
4611.82,8.436595,18,5,0
2187.32,7.690889,12,3,0
2950.38,7.990028,2,1,0
3145.11,8.053922,3,4,0
376.07,5.932431,20,2,0
3314.82,8.10646,16,4,0
248.68,5.52018,6,6,0
1982.22,7.592477,5,6,0
790.1,6.673424,0,2,0
4139.31,8.328526,17,3,0
642.74,6.467295,21,0,0
4357.19,8.379812,3,4,0
1031.7,6.939932,15,4,0
4650.04,8.444846,1,2,0
3431.48,8.141038,2,6,0
1257.35,7.137557,5,3,0
1989.0,7.59589,14,3,0
4879.14,8.492929,8,4,0
260.27,5.565554,20,2,0
294.85,5.689853,19,0,0
2613.76,7.868928,8,5,0
470.64,6.156216,21,1,0
892.4,6.795034,5,0,0
3341.6,8.114504,21,4,0
3143.64,8.053455,7,6,0
4497.01,8.41139,15,2,0
1580.8,7.366319,15,2,0
3369.51,8.122819,8,6,0
3155.07,8.057083,22,4,0
2981.1,8.000383,16,5,0
2796.72,7.93656,9,2,0
173.54,5.162154,15,0,0
4836.48,8.484149,7,5,0
1793.74,7.492615,19,2,0
2759.85,7.923294,0,4,0
999.38,6.908135,19,0,0
35.06,3.585184,10,3,0
3563.84,8.178874,15,5,0
1409.86,7.251955,10,1,0
1866.63,7.532426,4,0,1
4594.68,8.432872,20,4,0
2121.45,7.660326,15,2,0
3115.27,8.044392,0,3,0
528.41,6.271763,14,2,0
2044.09,7.623197,23,6,0
2551.92,7.844993,22,1,0
1843.64,7.520039,17,5,0
5.65,1.894617,9,2,0
3366.36,8.121884,15,3,0
2954.3,7.991355,0,2,0
4955.26,8.508407,5,4,0
4918.82,8.501027,10,2,0
4602.71,8.434618,23,4,0
296.44,5.695213,10,0,0
3462.63,8.150072,19,6,0
1766.36,7.477242,21,5,0
3428.59,8.140196,14,6,0
333.37,5.812248,21,2,0
238.01,5.476505,19,2,0
3165.42,8.060357,16,1,0
2602.71,7.864693,15,6,0
3377.25,8.125113,15,4,0
4635.0,8.441607,0,6,0
4082.11,8.314614,6,3,0
4960.34,8.509431,20,6,0
1533.82,7.336168,3,3,0
2526.35,7.834927,10,2,0
454.36,6.121088,9,5,0
2626.81,7.873906,5,6,0
266.96,5.590838,23,4,0
3068.16,8.029159,20,3,0
3130.46,8.049255,13,4,0
4302.85,8.367265,23,4,0
3092.47,8.037049,21,4,0
1529.2,7.333154,21,6,0
4019.71,8.299214,21,0,0
1901.43,7.550887,15,0,0
2570.72,7.85233,6,4,0
640.21,6.463357,11,2,0
350.44,5.862039,3,4,0
68.97,4.248067,7,6,0
3540.58,8.172328,0,4,0
346.04,5.84944,3,2,0
2794.16,7.935645,3,4,0
4480.03,8.407608,13,2,0
471.69,6.15844,14,2,0
3711.72,8.21952,8,4,0
690.49,6.538849,15,3,0
432.09,6.070946,6,5,0
3894.39,8.267549,4,0,0
1171.51,7.066902,20,1,0
2128.04,7.663426,2,6,0
3159.32,8.058429,10,6,0
2968.99,7.996314,6,5,0
696.08,6.5469,6,1,0
3547.21,8.174199,6,0,0
2472.63,7.813442,0,5,0
4605.82,8.435293,2,1,0
4205.13,8.344298,0,6,0
1032.66,6.940861,12,5,0
2999.18,8.006428,1,3,0
3878.77,8.263531,17,1,0
2969.51,7.996489,20,5,0
2524.23,7.834087,23,3,0
2975.77,7.998594,6,5,0
2621.59,7.871918,18,5,0
1433.7,7.268711,12,0,0
854.8,6.752037,5,3,0
2347.24,7.761421,17,1,0
2791.44,7.934671,22,2,0
1754.7,7.470623,2,4,0
1569.16,7.358933,15,3,0
1226.51,7.112743,21,5,0
3358.02,8.119405,3,4,0
3388.94,8.128568,17,6,0
567.62,6.343212,5,4,0
4190.97,8.340926,2,1,0
3676.82,8.210075,21,1,0
343.04,5.840758,0,5,0
2987.58,8.002554,6,0,0
3289.57,8.098816,10,3,0
333.74,5.813354,22,5,0
2376.48,7.773796,5,2,0
1529.41,7.333291,4,5,0
231.98,5.450953,10,3,0
811.14,6.699673,10,1,0
3856.51,8.257777,22,1,0
4715.19,8.458757,15,5,0
616.56,6.425776,23,2,0
3200.48,8.071368,11,4,0
2469.24,7.812071,3,5,0
1948.29,7.57522,2,6,0
2536.93,7.839104,23,2,0
713.62,6.571751,1,3,0
4024.35,8.300367,16,3,0
1619.59,7.390546,16,5,0
3430.04,8.140619,12,3,0
3327.09,8.110154,23,4,0
517.75,6.251422,15,1,0
1395.46,7.241696,3,5,0
572.04,6.350956,4,4,0
4912.78,8.499799,6,1,0
1183.54,7.07711,15,1,0
414.86,6.030349,6,4,0
2955.2,7.99166,9,6,0
521.16,6.257974,7,0,0
1372.62,7.225205,20,5,0
1294.67,7.166783,9,6,0
233.23,5.456304,22,3,0
3767.78,8.234507,21,0,0
1054.54,6.961808,11,5,0
828.92,6.721329,0,0,0
4135.69,8.327651,7,5,0
993.65,6.902391,7,1,0
2697.42,7.900422,10,1,1
3905.4,8.270372,13,5,0
2026.53,7.614574,23,0,0
2542.59,7.841332,16,3,0
3687.19,8.212891,14,0,0
3695.69,8.215193,2,0,0
3878.17,8.263376,7,1,0
2566.69,7.850762,20,1,0
3299.08,8.101702,4,5,0
3888.5,8.266036,3,2,0
2628.51,7.874553,21,5,0
255.29,5.54631,15,4,0
2242.56,7.715819,22,3,0
297.2,5.697764,0,6,0
2560.6,7.848387,6,1,0
2542.65,7.841355,21,6,0
609.5,6.414278,13,6,0
1385.72,7.234697,15,2,0
1277.64,7.153552,2,2,0
347.88,5.854728,17,0,0
2791.34,7.934635,15,4,0
2281.51,7.733031,16,2,0
2403.5,7.785097,4,1,0
3069.74,8.029674,20,6,0
2962.65,7.994177,13,5,0
84.68,4.450619,8,3,0
4044.56,8.305375,13,1,0
4121.63,8.324247,2,2,0
4084.04,8.315087,12,3,0
724.3,6.586585,16,1,0
3694.81,8.214955,15,3,0
640.91,6.464448,23,5,0
965.3,6.873474,7,0,0
1937.9,7.569876,1,2,0
3107.41,8.041867,10,1,0
4618.96,8.438141,13,0,0
4301.47,8.366945,5,4,0
3127.6,8.048341,12,5,0
3781.22,8.238066,14,0,0
3700.78,8.216569,9,3,0
171.48,5.150281,18,4,0
1226.64,7.112849,17,5,0
4133.6,8.327146,17,5,0
2532.82,7.837483,7,4,0
278.37,5.632537,13,0,0
3178.64,8.064523,10,4,0
2363.36,7.768263,7,1,0
1039.92,6.94786,13,6,0
2073.59,7.637519,1,5,0
4425.22,8.395301,3,5,0
4514.66,8.415307,16,2,0
4856.31,8.48824,22,6,0
1992.71,7.597753,7,6,0
461.2,6.135998,4,1,0
1593.58,7.374366,3,0,0
3023.26,8.014422,19,1,0
4693.02,8.454045,8,3,0
515.75,6.247559,10,3,0
4233.89,8.351113,4,2,0
4774.21,8.471193,9,4,0
4817.87,8.480295,7,4,0
4095.63,8.31792,2,2,0
4952.16,8.507781,23,4,0
1482.86,7.302402,19,0,0
1236.02,7.120461,1,3,0
4407.39,8.391265,6,6,0
1804.49,7.498587,15,6,0
908.42,6.812807,1,3,0
4853.13,8.487585,23,3,0
807.4,6.695057,16,2,0
4389.51,8.387201,6,6,0
514.3,6.244749,21,4,0
3033.5,8.017802,9,6,0
820.34,6.710937,13,5,0
3545.65,8.173759,12,5,0
1498.43,7.31284,12,0,0
691.77,6.540698,16,2,0
3826.48,8.249962,11,2,0
3550.2,8.175041,0,2,0
3700.14,8.216396,7,6,0
4486.9,8.40914,1,4,0
3594.25,8.187369,2,5,0
1295.12,7.16713,23,6,0
610.77,6.416356,21,6,0
3959.39,8.284098,3,0,0
864.19,6.762949,9,2,0
3728.29,8.223973,6,5,0
317.76,5.764438,18,4,0
1847.12,7.521924,17,6,0
1784.66,7.487543,12,4,0
323.95,5.783671,8,1,0
1587.33,7.370438,2,6,0
4497.5,8.411499,3,0,0
492.34,6.201199,3,3,0
705.77,6.560705,1,6,0
4405.19,8.390766,10,1,0
70.16,4.264931,21,6,0
2686.05,7.896199,22,2,0
3647.53,8.20208,5,6,0
3320.78,8.108256,15,3,0
633.57,6.452948,10,5,0
3819.48,8.248131,5,6,0
2614.23,7.869107,18,4,0
574.92,6.355969,1,2,0
3739.36,8.226937,21,6,0
1194.82,7.086587,6,4,0
4402.68,8.390196,4,6,0
725.89,6.588775,17,1,0
2019.11,7.610907,20,1,0
2808.86,7.94089,7,0,0
3308.33,8.104501,15,5,0
1319.34,7.185645,7,4,0
4616.3,8.437565,15,5,0
4955.27,8.508409,13,2,0
4567.15,8.426864,13,5,0
1964.19,7.583344,22,6,0
824.73,6.716268,19,1,0
105.11,4.664476,10,1,0
3796.08,8.241988,21,2,0
824.56,6.716062,21,1,0
4261.53,8.357618,21,2,0
717.84,6.577639,2,2,0
1392.26,7.239402,14,3,0
2549.62,7.844092,21,4,0
4140.85,8.328898,10,1,0
1652.71,7.410777,0,3,0
4384.59,8.386079,4,0,1
3191.88,8.068679,1,2,0
2648.59,7.88216,9,6,0
4266.72,8.358835,19,0,0
84.05,4.443239,14,5,0
66.86,4.217447,13,2,0
91.64,4.528721,9,2,0
1239.81,7.12352,4,5,0
2921.1,7.980058,18,3,0
3040.74,8.020185,5,6,0
857.96,6.755722,2,3,0
3476.94,8.154195,7,5,0
1254.11,7.134978,15,4,0
1305.21,7.174885,11,6,0
4587.57,8.431324,15,0,0
2520.29,7.832526,19,1,0
4103.12,8.319747,19,0,0
2603.2,7.864881,16,5,0
4579.89,8.429649,3,2,0
3031.39,8.017106,2,0,0
1371.27,7.224222,18,1,0
4722.94,8.460398,13,4,0
4110.96,8.321655,5,0,0
3491.93,8.158496,8,4,0
4195.47,8.341999,20,4,0
1856.19,7.52682,4,2,0
2929.72,7.983003,4,4,0
2739.97,7.916067,7,1,0
248.61,5.5199,2,1,0
4722.82,8.460373,18,4,0
188.93,5.246656,4,6,0
1548.55,7.34572,22,6,0
2763.26,7.924528,3,5,0
3988.91,8.291524,6,5,0
4589.02,8.43164,18,4,0
1418.63,7.258152,14,5,0
966.43,6.874643,19,1,0
2282.54,7.733482,14,6,0
2356.23,7.765242,22,0,0
3462.48,8.150029,4,1,0
1823.43,7.509023,2,2,0
2927.15,7.982126,8,6,0
3501.57,8.161252,2,3,0
1369.58,7.222989,2,2,0
1024.92,6.933345,16,6,0
2323.57,7.75129,19,2,1
4693.07,8.454055,16,5,0
4533.25,8.419415,12,3,0
1273.76,7.150513,4,5,0
3341.35,8.114429,3,5,0
2186.03,7.6903,9,5,0
4536.82,8.420202,15,3,0
220.65,5.4011,6,5,0
3987.51,8.291173,3,1,0
2609.73,7.867385,3,6,0
1463.98,7.289597,10,3,0
280.41,5.639813,18,4,0
3648.77,8.202419,17,6,0
1753.84,7.470133,5,3,0
4234.8,8.351327,16,1,0
2787.03,7.933091,0,1,0
550.66,6.312932,11,4,0
1507.82,7.319083,21,6,0
16.14,2.841415,22,4,0
352.39,5.867572,19,3,0
118.01,4.779208,1,1,0
1497.97,7.312533,14,4,0
2140.16,7.669103,13,2,0
4806.92,8.47802,12,0,0
2132.82,7.665669,22,3,0
1706.9,7.44302,5,4,0
2237.63,7.713619,0,2,0
713.91,6.572157,12,6,0
331.28,5.805978,4,0,0
3968.52,8.2864,12,6,0
851.5,6.748173,5,1,0
4609.87,8.436172,8,2,0
1840.47,7.518319,10,5,0
4777.34,8.471848,11,4,0
1183.39,7.076983,10,4,0
3197.04,8.070293,21,3,0
3337.44,8.113259,4,4,0
3258.66,8.089378,23,4,0
1240.94,7.12443,9,0,0
3284.24,8.097195,3,3,0
1531.04,7.334355,10,3,0
3003.87,8.00799,14,1,0
2700.04,7.901392,1,3,0
1928.0,7.564757,7,1,0
3399.04,8.131542,11,5,0
4175.83,8.337308,17,1,0
1304.05,7.173997,10,6,0
2376.91,7.773977,20,2,0
181.43,5.206367,5,2,0
396.27,5.984616,6,2,0
4299.14,8.366403,23,6,0
625.04,6.439414,14,1,0
4028.76,8.301462,12,3,0
3006.44,8.008844,14,5,0
3707.31,8.218332,22,0,0
4187.04,8.339988,18,6,0
325.21,5.787541,9,0,0
1177.75,7.07221,11,1,0
417.98,6.037823,9,5,0
1902.97,7.551696,12,5,0
2722.55,7.909691,2,6,0
4685.77,8.452499,18,4,0
600.08,6.398728,2,6,0
3391.52,8.129328,23,2,0
1912.63,7.556757,6,3,0
1402.81,7.246945,9,3,0
4595.5,8.43305,7,1,0
4536.29,8.420085,12,0,0
1035.94,6.944029,16,1,0
372.9,5.923988,2,1,0
3809.64,8.245552,13,1,0
4780.15,8.472436,12,1,0
3535.94,8.171017,20,3,0
2229.91,7.710165,2,6,0
148.93,5.010169,11,5,0
2686.68,7.896434,3,3,0
4389.41,8.387178,6,0,0
1550.48,7.346965,4,5,0
4315.38,8.370172,5,0,0
3432.84,8.141434,7,2,0
4896.25,8.496429,16,3,0
3609.06,8.19148,21,2,0
60.87,4.125035,15,3,0
1484.71,7.303648,14,4,0
1825.99,7.510425,2,5,0
598.78,6.396563,22,3,0
2580.58,7.856157,7,1,0
3203.1,8.072187,15,2,0
1838.41,7.5172,2,4,0
2200.65,7.696962,18,3,0
1714.77,7.447617,18,2,0
3438.71,8.143142,23,3,0
2662.3,7.887321,8,1,0
2466.23,7.810851,6,6,0
1873.06,7.535862,1,0,0
2314.09,7.747204,0,4,0
299.23,5.704549,20,6,0
3468.1,8.15165,12,2,0
4256.45,8.356426,8,1,0
855.25,6.752562,21,1,0
2816.42,7.943577,22,0,0
19.71,3.030617,12,3,0
876.34,6.776895,15,6,0
540.56,6.294454,7,5,0
1659.93,7.415133,12,2,0
1070.09,6.976432,11,1,0
1858.27,7.527939,22,6,0
510.67,6.23768,9,5,0
4250.5,8.355027,7,3,0
2890.73,7.96961,12,5,0
2943.08,7.987552,10,3,0
3513.29,8.164593,6,4,0
3502.18,8.161426,19,2,0
4232.91,8.350881,9,5,0
776.81,6.656482,0,2,0
1039.12,6.947091,15,0,0
2666.2,7.888785,7,4,0
4195.37,8.341975,12,3,0
1596.66,7.376295,0,2,0
3482.62,8.155827,14,6,0
1260.06,7.139708,18,3,0
3621.11,8.194812,17,6,0
1835.11,7.515404,12,2,0
2066.77,7.634226,0,2,0
4639.7,8.44262,23,4,0
2577.59,7.854998,1,5,0
1915.61,7.558313,2,0,0
3294.66,8.100362,18,2,0
747.05,6.61747,8,1,0
1856.47,7.526971,15,5,0
3288.72,8.098558,6,3,0
1733.71,7.458596,8,3,0
4938.89,8.505098,17,3,0
1276.24,7.152457,12,2,0
3043.96,8.021243,12,2,0
4239.33,8.352396,6,6,0
2046.43,7.624341,19,2,0
839.64,6.734164,21,6,0
745.57,6.615489,19,5,0
3072.07,8.030432,1,6,0
1567.14,7.357645,8,4,0
4136.84,8.327929,15,4,0
3690.46,8.213777,0,6,0
2442.23,7.801076,14,3,0
1122.84,7.024507,20,3,0
1242.67,7.125822,15,3,0
3516.06,8.165381,14,6,0
2380.2,7.77536,5,2,0
2574.93,7.853966,4,4,0
3222.37,8.078183,10,2,0
3913.26,8.272382,17,0,0
4760.74,8.468368,15,6,0
4452.98,8.401553,15,5,0
3973.65,8.287692,7,1,0
1343.22,7.203569,22,3,0
146.81,4.995928,11,5,0
1109.56,7.01262,12,4,0
3513.43,8.164633,5,0,0
5.12,1.811562,16,0,0
1760.17,7.473734,12,5,0
409.51,6.0174,2,5,0
3981.15,8.289577,6,0,0
3137.79,8.051593,6,4,0
29.36,3.413126,9,4,0
1271.79,7.148967,20,5,0
807.29,6.694921,12,6,0
3086.9,8.035247,1,4,0
551.09,6.313711,10,2,0
3274.4,8.094195,15,1,0
1991.53,7.59716,11,6,0
671.91,6.511612,10,1,0
63.63,4.168679,10,6,0
4840.5,8.48498,21,3,0
3471.68,8.152682,13,4,0
2024.87,7.613755,0,0,0
4782.62,8.472953,15,5,0
3094.79,8.037798,21,3,0
3278.41,8.095419,14,4,0
1907.12,7.553874,20,6,0
313.93,5.75235,23,2,0
3274.09,8.094101,13,6,0
894.88,6.797806,7,5,0
4720.42,8.459865,11,1,0
3917.63,8.273497,15,1,0
3736.31,8.226121,18,0,0
3787.92,8.239836,3,1,0
4628.57,8.440219,2,3,0
4452.75,8.401502,21,3,0
4060.81,8.309384,15,3,0
1513.41,7.322781,4,2,0
399.95,5.993837,23,2,0
3141.1,8.052647,15,1,0
4664.47,8.447944,7,3,0
1168.21,7.064084,16,1,0
920.04,6.825503,1,2,0
2781.66,7.931163,3,5,0
1109.01,7.012124,16,1,0
363.01,5.897181,22,0,0
2322.31,7.750748,16,6,0
1413.75,7.254708,2,4,0
3404.93,8.133273,20,5,0
1557.93,7.351755,7,0,0
976.86,6.885367,19,1,0
3193.04,8.069042,12,1,0
644.96,6.470738,3,6,0
3607.43,8.191028,14,1,0
921.49,6.827077,5,6,0
1344.89,7.204811,1,0,0
4642.92,8.443314,19,1,0
3841.8,8.253957,15,5,0
4056.36,8.308288,6,1,0
739.86,6.607812,17,1,0
654.12,6.484818,4,1,0
1550.18,7.346771,8,1,0
3424.0,8.138857,7,0,0
2688.15,7.89698,5,3,0
2845.69,7.953912,17,3,0
3493.32,8.158894,11,0,0
2638.25,7.87825,11,6,0
239.87,5.484257,18,5,0
828.01,6.720232,18,4,0
3600.7,8.189161,2,1,0
788.06,6.670842,16,4,0
3922.86,8.274831,8,0,0
4109.12,8.321208,2,3,0
1416.7,7.256791,5,4,0
3720.15,8.221788,6,0,0
4184.7,8.339429,23,0,0
2311.61,7.746132,4,3,0
3200.93,8.071509,17,6,0
3323.57,8.109096,8,3,0
173.03,5.159228,22,5,0
3392.62,8.129652,19,1,0
3.8,1.568616,10,0,0
2581.42,7.856482,22,5,0
3202.44,8.071981,11,5,0
4676.71,8.450564,17,0,0
1248.58,7.130563,10,4,0
4365.37,8.381687,13,6,0
3427.07,8.139753,23,4,0
1516.02,7.324503,15,6,0
1957.87,7.580123,5,2,0
2159.43,7.678063,9,6,1
4732.87,8.462498,22,0,0
2057.83,7.629893,11,1,0
3402.47,8.132551,19,2,0
4527.97,8.41825,16,4,0
1118.06,7.020244,23,1,0
4738.7,8.463729,9,6,0
2033.94,7.618222,13,1,0
2187.22,7.690844,20,5,0
3323.12,8.10896,14,3,0
682.78,6.527636,2,5,0
2890.38,7.969489,5,1,0
2059.08,7.6305,7,0,0
3678.31,8.210481,22,4,0
2919.94,7.979661,3,2,0
2910.08,7.976279,3,6,0
1412.24,7.25364,17,6,0
1785.08,7.487779,16,3,0
1808.2,7.50064,21,4,0
3121.21,8.046296,16,5,0
132.63,4.895075,16,6,0
4155.11,8.332335,20,6,0
2821.54,7.945392,12,2,0
4576.34,8.428873,23,1,0
3313.88,8.106177,14,3,0
715.78,6.574769,7,6,0
3548.94,8.174686,12,2,0
1907.11,7.553869,13,5,0
3140.75,8.052535,22,6,0
3629.09,8.197013,21,5,0
2604.3,7.865303,1,5,0
3257.67,8.089074,4,0,0
4.75,1.7492,16,2,0
1879.7,7.539399,21,1,0
